base_name,extension,first_frame,last_frame,frame_count,missing_frame_count,total_size_bytes,total_size_human,directory,first_frame_path,width,height,fps,codec,pix_fmt,duration_sec
STUT_C,.jpg,1,3,3,0,867886,847.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\STUT_C,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\STUT_C\STUT_C01.jpg,,,,,,
SUMMER,.jpg,1,3,3,0,712013,695.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SUMMER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\SUMMER\SUMMER01.jpg,,,,,,
TALLER,.jpg,1,3,3,0,957252,934.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TALLER,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TALLER\TALLER01.jpg,,,,,,
TOWNH,.jpg,101,103,3,0,884848,864.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TOWNHOU1,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TOWNHOU1\TOWNH101.jpg,,,,,,
TOWNH,.jpg,201,203,3,0,737998,720.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TOWNHOU2,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TOWNHOU2\TOWNH201.jpg,,,,,,
CARTEL,.tif,1,2,2,0,593918,580.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TOWNHOU2\TOWNHOU2,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TOWNHOU2\TOWNHOU2\CARTEL01.TIF,,,,,,
TRANFC,.jpg,1,3,3,0,1082807,1.0 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TRANFCH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TRANFCH\TRANFC01.jpg,,,,,,
TWIN_S,.jpg,1,3,3,0,872385,851.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TWIN_S,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TWIN_S\TWIN_S01.jpg,,,,,,
TWOSTO,.jpg,1,3,3,0,1112574,1.1 MB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TWOSTORY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\TWOSTORY\TWOSTO01.jpg,,,,,,
T_PENS,.jpg,1,3,3,0,843428,823.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\T_PENS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\T_PENS\T_PENS01.jpg,,,,,,
VICTHO,.jpg,1,3,3,0,840506,820.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\VICTHOU,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\VICTHOU\VICTHO01.jpg,,,,,,
WATER,.jpg,1,3,3,0,749199,731.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\WATER_T2,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\ARCHITEC\WATER_T2\WATER_01.jpg,,,,,,
29FORD,.jpg,1,3,3,0,654381,639.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\29FORD,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\29FORD\29FORD01.jpg,,,,,,
40FORD,.jpg,1,3,3,0,610334,596.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\40FORD,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\40FORD\40FORD01.jpg,,,,,,
50FORD,.jpg,1,3,3,0,611083,596.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\50FOR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\50FOR\50FORD01.jpg,,,,,,
850P,.jpg,1,3,3,0,573357,559.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\850P,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\850P\850P_01.jpg,,,,,,
ALFA,.jpg,2301,2303,3,0,698097,681.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\ALFA2300,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\ALFA2300\ALFA2301.jpg,,,,,,
ALFASP,.jpg,1,3,3,0,618852,604.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\ALFASPID,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\ALFASPID\ALFASP01.jpg,,,,,,
ASTONM,.jpg,1,3,3,0,573192,559.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\ASTONM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\ASTONM\ASTONM01.jpg,,,,,,
AUDIAV,.jpg,1,3,3,0,582050,568.4 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\AUDIAVUS,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\AUDIAVUS\AUDIAV01.jpg,,,,,,
BENTLE,.jpg,1,3,3,0,823294,804.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BENTLEY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BENTLEY\BENTLE01.jpg,,,,,,
BMW,.jpg,32501,32503,3,0,651364,636.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BMW325I,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BMW325I\BMW32501.jpg,,,,,,
BMW,.jpg,50201,50203,3,0,677866,662.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BMW502,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BMW502\BMW50201.jpg,,,,,,
BUGA,.jpg,1101,1103,3,0,699224,682.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BUGA110,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BUGA110\BUGA1101.jpg,,,,,,
BUGATT,.jpg,1,3,3,0,875152,854.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BUGATTI,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BUGATTI\BUGATT01.jpg,,,,,,
BUICK,.jpg,1,3,3,0,722595,705.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BUICK,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\BUICK\BUICK_01.jpg,,,,,,
CADI,.jpg,5901,5903,3,0,679153,663.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CADI59B,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CADI59B\CADI5901.jpg,,,,,,
CADILL,.jpg,1,3,3,0,699177,682.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CADILLAC,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CADILLAC\CADILL01.jpg,,,,,,
CH54,.jpg,1,3,3,0,579528,565.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CH54,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CH54\CH54_01.jpg,,,,,,
CHBELA,.jpg,1,3,3,0,613857,599.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CHBELAIR,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CHBELAIR\CHBELA01.jpg,,,,,,
CHCORV,.jpg,1,3,3,0,604395,590.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CHCORV,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CHCORV\CHCORV01.jpg,,,,,,
CHEVY,.jpg,1,3,3,0,681827,665.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CHEVY,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CHEVY\CHEVY_01.jpg,,,,,,
CITDS,.jpg,101,103,3,0,588418,574.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITDS19,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITDS19\CITDS101.jpg,,,,,,
CITH,.jpg,1,3,3,0,838313,818.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITH,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITH\CITH_01.jpg,,,,,,
CITROB,.jpg,1,3,3,0,679470,663.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITROB14,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITROB14\CITROB01.jpg,,,,,,
CITRO,.jpg,101,103,3,0,710993,694.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITROE,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITROE\CITRO101.jpg,,,,,,
CITROE,.jpg,1,3,3,0,617655,603.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITROE15,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITROE15\CITROE01.jpg,,,,,,
CITRXM,.jpg,1,3,3,0,605779,591.6 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITRXM,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CITRXM\CITRXM01.jpg,,,,,,
CZR1,.jpg,1,3,3,0,571667,558.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CZR1,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\CZR1\CZR1_01.jpg,,,,,,
DELG,.jpg,1,3,3,0,648861,633.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\DELG,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\DELG\DELG_01.jpg,,,,,,
DODGEV,.jpg,1,3,3,0,649029,633.8 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\DODGEVIP,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\DODGEVIP\DODGEV01.jpg,,,,,,
F250,.jpg,1,3,3,0,668878,653.2 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F250,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F250\F250_01.jpg,,,,,,
F250-,.jpg,2,21,10,10,263142,257.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F250\F250,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F250\F250\F250-002.JPG,,,,,,
F348,.jpg,1,3,3,0,661234,645.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F348,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F348\F348_01.jpg,,,,,,
F40,.jpg,1,3,3,0,728941,711.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F40,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F40\F40_01.jpg,,,,,,
F50N,.jpg,1,3,3,0,728323,711.3 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F50N,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\F50N\F50N_01.jpg,,,,,,
FIAT5,.jpg,1,3,3,0,717878,701.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FIAT5,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FIAT5\FIAT5_01.jpg,,,,,,
FORDA,.jpg,101,103,3,0,687663,671.5 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDA1,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDA1\FORDA101.jpg,,,,,,
FORDGT,.jpg,1,3,3,0,598894,584.9 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT40,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT40\FORDGT01.jpg,,,,,,
FOGT,.jpg,9001,9003,3,0,623340,608.7 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT90,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDGT90\FOGT9001.jpg,,,,,,
FORDMU,.jpg,1,3,3,0,610359,596.1 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDMUST,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORDMUST\FORDMU01.jpg,,,,,,
FORD_T,.jpg,1,3,3,0,911377,890.0 KB,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORD_T12,S:\_POST_PRODUCTION\_VFX_ELEMENTS\3dWorld\3D World and stuff\3D Models\3Ds Max 500 Models And Textures\500_Modeles_HQ+Textures_FR_ZIP_by_SRC.powaa\DATA\CARS\FORD_T12\FORD_T01.jpg,,,,,,
